Dealer Name,City,FQ,Qty,Latitude,Longitude
GAC WITBANK,WITBANK,7,,-25.8713,29.23323
GARDEN CITY MOTORS SHELLY BEACH,SHELLY BEACH,90,,,
GARDEN CITY MOTORS PIETERMARITZBURG,PIETERMARITZBURG,90,,,
GCM CHERY SHELLY BEACH,SHELL BEACH,90,,,
GDP HOLDINGS GROUP,SANDTON,30,,,
GEELY AMANZIMTOTI,AMANZIMTOTI,30,,-30.0522,30.88527
GEELY DURBAN,DURBAN,30,,,
GEELY EAST LONDON,EAST LONDON,60,,-33.0153,27.91162
GEELY EDENVALE,EDENVALE,30,,-26.141,28.15247
GEELY FOURWAYS,SANDTON,30,,,
BENBA MOTORS,GOODWOOD,30,,,
GEELY GQEBERHA,PORT ELIZABETH,30,,-33.918,25.57007
GEELY KIMBERLEY,KIMBERLEY,60,,-28.7323,24.76232
GEELY ALBERTON,ALBERTON,30,,-26.2679,28.12225
GEELY BOKSBURG,BOKSBURG,30,,-26.212,28.25958
GEELY EMPANGENI,EMPANGENI,30,,-28.762,31.89329
GEELY HATFIELD,PRETORIA,30,,-25.7449,28.18783
GEELY MENLYN,MENLYN,30,,-25.7677,28.27503
T/A GEELY MIDDELBURG,MIDDELBURG,30,,,
GEELY SANDTON,JOHANNESBURG,30,,-26.2023,28.04363
T/A GEELY VEREENIGING,VEREENIGING,60,,-26.6731,27.92615
GEELY WEST RAND,JOHANNESBURG,30,,-26.2023,28.04363
GEELY MBOMBELA,NELSPRUIT,60,,-25.4745,30.97033
GEELY ONTDEKKERS,HELDERKRUIN,30,,,
GEELY PIETERMARITZBURG,PIETERMARITZBURG,30,,-29.6168,30.39278
GEELY PINETOWN,PINETOWN,30,,-29.8207,30.88674
GEELY POLOKWANE,POLOKWANE,120,,-23.9045,29.46885
GEELY RUSTENBURG,RUSTENBURG,120,,-25.6676,27.24208
GEELY TYGERVALLEY,CAPE TOWN,30,,-33.9258,18.42322
GEMINI OPEL & ISUZU,STANGER,30,,-29.3282,31.28954
GENIS MOTOR GROUP,PIET RETIEF,30,,-27.0071,30.81323
QEMBU MIDDELBURG,MIDDELBURG,30,,,
GEORGE BAIKIE GROUP,PORT SHEPSTONE,60,,-30.7414,30.45499
GEORGE BAIKIE GROUP,PORT SHEPSTONE,30,,-30.7414,30.45499
TWK GROUP,STANDTERTON,30,,,
GERRIT POTGIETER GROUP,HUMANSDORP,30,,,
GFI MOTOR CORPORATION GROUP,JOHANNESBURG,30,,-26.2023,28.04363
GLOBAL AUTOHAUS,RANDBURG,30,,,
BB GEZINA NISSAN,GEZINA,90,,,
BB HATFIELD NISSAN,PRETORIA,90,,-25.7449,28.18783
BB SILVERTON NISSAN,PRETORIA,90,,-25.7449,28.18783
BB SINOVILLE NISSAN,PRETORIA,90,,-25.6827,28.1909
NSB MOTORS,NIGEL,30,,,
GODRICH TOYOTA,BRONKHORSTSPRUIT,90,,,
GOLDEN ERA MOTORS,PRETORIA,30,,,
GOLDEN DIVIDEND GROUP,GEORGE INDUSTRIA,30,,,
GOLD REEF MULTIFRANCHISE,Johannesburg,30,,-26.2023,28.04363
GORDONIA MOTORS,UPINGTON,30,,,
GRAND CENTRAL FCA,MIDRAND,120,,-25.9895,28.12843
GRAND CENTRAL MOTORS CJD,MIDRAND,120,,,
GRAND CENTRAL MOTORS MERCEDES-BENZ,MIDRAND,30,,,
GRAAFF REINET AUTO,GRAAFF REINET,30,,-32.2522,24.53075
GREG HARVEY GROUP,QUEENSTOWN,30,,-31.8976,26.87533
GREG HARVEY GROUP,QUEENSTOWN,30,,-31.8976,26.87533
GRESSE MOTOR GROUP,UPINGTON,30,,-28.4478,21.25612
GRESSE MOTOR GROEP,UPINGTON,30,,-28.4478,21.25612
GROUP 1,UITENHAGE,30,,-33.7679,25.39782
LINDRIENA ENTREPRENEURS GROUP,UITENHAGE,30,,-33.7576,25.3971
GROUP 1 NISSAN STELLENBOSCH,CAPE TOWN,60,,-33.9258,18.42322
GROUP 1 NISSAN UITENHAGE,UITENHAGE,60,,-33.7576,25.3971
GROUP 1 NISSAN UITEN...,"Port Elizabeth, 6055",60,,-33.9667,25.5833
GROUP 1 NISSAN UITEN...,"Hyundai, Knysna",60,,-34.0363,23.04713
GROUP 1 ASHOK LEYLAND GEORGE,GEORGE,30,,-33.963,22.46173
GROUP 1 CHANGAN MIDRAND,MIDRAND,60,,-25.9895,28.12843
GROUP 1 GEELY MIDRAND,MIDRAND,60,,-25.9895,28.12843
GROUP 1 KNYSNA,KNYSNA,60,,-34.0317,23.03417
GROUP 1 KUILSRIVER,KUILSRIVER,60,,,
GROUP 1 MAHINDRA KUILSRIVER,KUILSRIVER,60,,,
GROUP 1 MAHINDRA MIDRAND,JOHANNESBURG,60,,-26.2023,28.04363
GROUP 1 MITSIBUSHI KUILSRIVER,KUILSRIVER,60,,,
GROUP 1 STELLENBOSCH,STELLENBOSCH,30,,-33.9596,18.85421
GROUP 1 STELLENBOSCH T/A OMODA AND JAECOO,STELLENBOSCH,60,,-33.9346,18.86676
ANGELS GROUP,MIDRAND,30,,-25.9895,28.12843
GROUP 1 CHERY LEPHALALE,ONVERWACHT LEPHALALE,30,,-23.6912,27.68828
GROUP 1 FOTON LEPHALALE,ONVERWACHT LEPHALALE,60,,-23.6912,27.68828
GROUP 1 GEELY KUILSRIVER,KUILSRIVER,30,,,
GROUP 1 JAC LEPHALALE,ONVERWACHT,60,,-23.6912,27.68828
GROUP 1 JAC STRAND,STRAND,30,,,
GROUP 1 NISSAN KUILSRIVIER,KUILSRIVIER,60,,-33.9421,18.70663
GROUP 1 NISSAN THE GLEN,BASSONIA,60,,,
GROUP 1 RENAULT STELLENBOSCH,STELLENBOSCH,60,,-33.9346,18.86676
GROUP 1 AUTO,ALBERTON,30,,,
GROUP 1 AUTO LEPHALALE,LEPHALALE,30,,-23.6661,27.74477
GROUP 1 AUTO LEPHALALE,LEPHALALE,30,,-23.6661,27.74477
GROUP 1 BAIC ALBERTON,ALBERTON,30,,-26.2679,28.12225
GROUP 1 BAIC KUILSRIVER,KUILSRIVER,30,,,
GROUP 1 CHANGAN KUILSRIVIER,KUILSRIVIER,30,,-33.9421,18.70663
GROUP 1 MITSUBISHI STELLENBOSCH,STELLENBOSCH,30,,-33.9346,18.86676
GROUP 1 OMODA & JAECOO KUILSRIVIER,KUILSRIVIER,60,,-33.9421,18.70663
GUS MARINE,SILVERFIELDS,30,,,
GWM ALBERTON...,Alberton,60,,-26.2679,28.12225
GWM ALBERTON,ALBERTON,60,,-26.2679,28.12225
BRAZEN MOTORS,PRETORIA,30,,,
GWM BOKSBURG,BOKSBURG,120,,-26.212,28.25958
GWM EAST LONDON,EAST LONDON,180,,-33.0153,27.91162
GWM EDENVALE,EDENVALE,30,,-26.141,28.15247
GWM FOURWAYS,SANDTON,180,,,
GWM GEORGE,GEORGE,60,,-34.0403,23.05268
GWM GEZINA,PRETORIA,30,,-25.7449,28.18783
GWM JHB SOUTH,JOHANNESBURG,60,,-26.2023,28.04363
GWM LYDENBURG,LYDENBURG,60,,-25.096,30.44393
GWM MOTORS VAAL,VEREENIGING,60,,,
GWM QUEENSTOWN,QUEENSTOWN,30,,-31.8976,26.87533
GWM RUSTENBURG,RUSTENBURG,30,,-25.6676,27.24208
GWM SELECT,PRETORIA,30,,-25.7449,28.18783
GWM SPRINGS,SPRINGS,30,,-26.2584,28.47173
GWM SWAKOPMUND,SWAKOPMUND,30,,,
HAVAL DURBAN,DURBAN,60,,,
GYS PITZER MOTORS LINDOPARK,PRETORIA,30,,,
HADDAD TRACTOR (PTY)LTD,GEORGE,30,,-33.963,22.46173
HALFWAY DURBAN CENTRAL OMODA-JAECOO,DURBAN,60,,-29.8579,31.0292
HALFWAY DURBAN CENTRAL JAC,DURBAN,60,,-29.8579,31.0292
HALFWAY MAHINDRA UMHLANGA,UMHLANGA,30,,-29.7253,31.08583
MG EMPANGENI,EMPANGENI,30,,-28.762,31.89329
HALFWAY HONDA JAC PORT SHEPSTONE,PORT SHEPSTONE,60,,-30.7414,30.45499
HALFWAY HYUNDAI KNYSNA,KNYSNA,60,,-34.0363,23.04713
HALFWAY HYUNDAI OUDTSHOORN,OUDTSHOORN,60,,-33.6005,22.19955
HALFWAY EMPANGENI MULTIFRANCHISE,SCOTTBURGH,60,,-30.2867,30.75316
HALLMARK DEALER GROUP,VEREENIGING,30,,-26.6731,27.92615
HALLMARK MOTOR GROUP,VEREENIGING,30,,-26.6731,27.92615
HALFWAY MG KUILSRIVER,KUILSRIVER,30,,,
HALFWAY TOYOTA FOURWAYS,SANDTON,90,,,
HALFWAY TOYOTA HOWICK,HOWICK,90,,,
HALFWAY TOYOTA MALANDA,UMKOMAAS,90,,,
HALFWAY TOYOTA OTTERY,OTTERY,90,,-34.0177,18.51701
HALFWAY TOYOTA SCOTTBURGH,SCOTTBURGH,90,,,
HALFWAY TOYOTA SCOTT...,"WIDENHAM, 4170",90,,,
HALFWAY TOYOTA SCOTT...,"PARK RYNIE, 4182",90,,,
HALFWAY TOYOTA SHELLY BEACH,SHELLY BEACH,90,,,
HALFWAY TOYOTA SHELL,"PORT SHEPSTONE, 4240",90,,,
HINO SHELLY BEACH,IZOTSHA,90,,,
HAMPSON AUTO,SCOTTBURGH,60,,-30.2867,30.75316
HARLYN INTERNATIONAL,RANDBURG,30,,-26.084,27.97018
HATFURY FIAT & JEEP PMB,PIETERMARITZBURG,60,,-29.6168,30.39278
HATFURY FIAT & JEEP RICHARDS BAY,RICHARDS BAY,30,,-28.783,32.03768
HATFURY FIAT & JEEP TOTI,AMANZIMTOTI,30,,,
HATFURY GROUP,WOODMEAD,30,,,
T/A FURY HAVAL MIDRAND,MIDRAND,60,,-25.9895,28.12843
HAVAL WOODMEAD,WOODMEAD,60,,-26.0471,28.08118
HATFURY HONDA PMB,PIETERMARITZBURG,60,,-29.6168,30.39278
HATFURY HONDA TOTI,AMANZIMTOTI,30,,,
HATFURY ISUZU RICHARDS BAY,RICHARDS BAY,60,,-28.783,32.03768
T/A ISUZU WOODMEAD,WOODMEAD,60,,-26.0471,28.08118
T/A FURY MAZDA FOURWAYS,FOURWAYS,60,,-26.0211,28.00917
FURY MAZDA MIDRAND,MIDRAND,60,,-25.9819,28.12913
T/A FURY MAZDA PINETOWN,PINETOWN,60,,-29.8207,30.88674
MAZDA WOODMEAD,WOODMEAD,60,,-26.0471,28.08118
HATFURY RENAULT TOTI,AMANZIMTOTI,60,,,
T/A FURY SUZUKI FOURWAYS,FOURWAYS,60,,-26.0211,28.00917
HATFURY SUZUKI PMB,PIETERMARITZBURG,60,,-29.6168,30.39278
HAVAL WESTRAND AND MAHINDRA WESTRAND,ROODEPOORT,30,,-26.1625,27.8725
HAVAL BENONI,BENONI,120,,-26.1885,28.32078
HAVAL BETHLEHEM,BLOEMFONTEIN,30,,-29.1211,26.214
HAVAL BLOEMFONTEIN,BLOEMFONTEIN,30,,-29.1211,26.214
BRITS CARS (PTY) LTD T/A HAVAL BRITS,BRITS,60,,-25.6347,27.78022
HAVAL BRONKHORSTSPRUIT,BRONKHORSTSPRUIT,30,,-25.8102,28.74248
HAVAL BRUMA,JOHANNESBURG,30,,-26.2023,28.04363
HAVAL DURBAN,DURBAN,30,,,
HAVAL ESTCOURT,ESTCOURT,30,,-29.0127,29.86619
 HAVAL ESTCOURT...,"ESTCOURT, KZN",30,,,
,,30,,,
HAVAL GWM SPRINGS,SPRINGS,7,,-26.2584,28.47173
HAVAL HATFIELD,HATFIELD,30,,,
HAVAL KING WILLIAMS TOWN,KING WILLIAMS TOWN,30,,-32.8803,27.39454
HAVAL KNYSNA,KNYSNA,30,,-34.0403,23.05259
HAVAL LITTLE FALLS,ROODEPOORT,90,,-26.1625,27.8725
HAVAL LOUIS TRICHARDT,LOUIS TRICHARDT,180,,-23.0439,29.90319
HAVAL MILNERTON,CAPE TOWN,60,,-33.9258,18.42322
HAVAL MOBENI...,Mobeni,30,,-29.9483,30.95039
HAVAL MOBENI,MOBENI,30,,-29.9483,30.95039
HAVAL MTHATHA,MTHATHA,180,,-31.5889,28.78443
HAVAL N1 CITY,CAPETOWN,180,,,
HAVAL NEWCASTLE...,Newcastle,30,,,
HAVAL NEWCASTLE,NEWCASTLE,30,,,
HAVAL NORTHCLIFF,RANDBURG,30,,,
HAVAL PIET RETIEF,PIET RETIEF,30,,-27.0071,30.81323
HAVAL ROBERTSON,ROBERTSON,60,,-33.8034,19.88537
HAVAL SASOLBURG,SASOLBURG,60,,-26.8136,27.81695
HAVAL SHELLY BEACH,SHELLY BEACH,30,,-30.8006,30.41427
AUTO ALPINA SPRINGS,SPRINGS,30,,-26.2584,28.47173
HAVAL THE GLEN,JOHANNESBURG,60,,-26.2675,28.0596
HAVAL UPINGTON,UPINGTON,14,,-28.4478,21.25612
HAVAL VRYHEID...,Vryheid,30,,-27.7695,30.79165
HAVAL VRYHEID,VRYHEID,30,,-27.7695,30.79165
HAVAL HERMANUS,HERMANUS,60,,-34.4187,19.23446
HEIDELBERG MAHINDRA,HEIDELBERG,60,,,
ROLA TOYOTA SOMERSET WEST,SOMERSET WEST,90,,-34.078,18.82506
HENNIE'S TREKKERS BK,MALMESBURY,30,,-33.4608,18.72714
HERTZ,CAPE TOWN,180,,-33.9198,18.42072
HERMANUS TOYOTA,HERMANUS,7,,,
HEYCARTER GROUP,SANDTON,30,,,
HEY HALFWAY ASSAGAY,ASSAGAY,60,,,
T/A HEY HALFWAY ASSAGAY,PINETOWN,30,,,
HEY HALFWAY FOURWAYS,SANDTON,60,,,
HEY HALFWAY GOODWOOD,BELLVILLE,30,,,
HEY HALFWAY PARK RYNIE,PARK RYNIE,30,,-30.3159,30.74188
HEY HALFWAY TYGERVALLEY,BELVILLE,60,,,
HEYCARTER (PTY) LTD T/A SUZUKI ROSEBANK,ROSEBANK,30,,-26.1456,28.03589
HIGHVELD COMMERCIAL VEHICLES (PTY) LTD,VAALBANK,30,,,
HINO AUDENSBERG,WORCESTER,30,,,
HINO GEORGE,GEORGE,90,,-33.963,22.46173
HINO MIDDELBURG,MIDDELBURG,30,,,
NMI HINO MIDDELBURG,MIDDELBURG,14,,,
MOTUS HINO PAROW,CAPE TOWN,180,,-33.9258,18.42322
HI WAY MOTORS,DUNDEE,30,,-28.1603,30.24044
HOCHLAND AUTO KIMBERLEY,WELKOM,14,,-27.9774,26.73506
HOFFELDT AUTO,BRONKHORSTSPRUIT,30,,-25.8102,28.74248
HOFFELDT GROUP,BRONKHORSTSPRUIT,30,,-25.8102,28.74248
HOFFMANN HOLDINGS (ISUZU MODIMOLLE),MODIMOLLE,14,,-24.7,28.4
HONDA VEREENIGING,VEREENIGING,60,,-26.6731,27.92615
HONDA AUTO EAST LONDON,EAST LONDON,180,,-33.0153,27.91162
HONDA AUTO EAST RAND MALL,BOKSBURG,180,,-26.212,28.25958
HONDA AUTO GEORGE,GEORGE,60,,-33.963,22.46173
MOTORLAND KLERKSDORP,KLERKSDORP,30,,-26.8521,26.66672
HONDA AUTO LADYSMITH,LYNNWOOD,60,,,
HONDA AUTO POLOKWANE,POLOKWANE,90,,-23.9045,29.46885
HONDA AUTO NEWCASTLE,LYNNWOOD,90,,,
HONDA AUTO PORT ELIZABETH,PORT ELIZABETH,30,,-33.918,25.57007
HONDA AUTO RUSTENBURG,RUSTENBURG,30,,-25.6676,27.24208
NORTH MOTOR GROUP USED,BRYANSTON,90,,,
HONDA AUTO SOUTH COAST,SHELLY BEACH,30,,-30.8006,30.41427
HONDA AUTO TZANEEN,TZANEEN,90,,-23.8332,30.16351
HONDA AUTO WESTRAND,RODEPOORT,180,,,
HONDA AUTO BEDFORDVIEW,JOHANNESBURG,120,,-26.2023,28.04363
HONDA AUTO CENTURION,PRETORIA,30,,-25.7449,28.18783
HONDA HATFIELD,0028,90,,-25.7069,28.2294
HONDA AUTO HATFIELD,PRETORIA,90,,-25.7449,28.18783
HONDA AUTO HELDERBERG,SOMERSET WEST,60,,-34.084,18.82113
HONDA AUTO JOHANNESBURG SOUTH,JOHANNESBURG,30,,-26.2023,28.04363
HONDA AUTO MENLYN,MENLYNPRETORIA,90,,,
HONDA AUTO MIDRAND,MIDRAND,120,,-25.9895,28.12843
HONDA AUTO PINETOWN,DURBAN,90,,-29.8579,31.0292
HONDA AUTO PORT ELIZABETH,GQEBERTH,60,,,
NORTH MOTOR GROUP USED CARS,SUNNINGHILL,60,,,
HONDA SANDTON AND KIA BRYANSTON,BRYANSTON,180,,-26.0521,28.02805
HONDA SOUTH COAST...,"SHELLY BEACH, 4245",30,,-30.8006,30.41427
HONDA AUTO SHELLY BEACH,SHELLY BEACH,30,,-30.8006,30.41427
HONDA AUTO THE GLEN,BASSONIA,90,,,
HALFWAY TOYOTA HONEYDEW,NORTHRIDING,90,,,
 HONEYDEW TOYOTA...,Samrand Bussiness park,90,,,
HONDA UPINGTON,UPINGTON,60,,-28.4478,21.25612
BRITS CARS (PTY)LTD T/A HONDA WING BRITS,BRITS,60,,-25.6347,27.78022
HONDA WING CENTRAL,BLOEMFONTEIN,30,,-29.1211,26.214
HONDA WING GEORGE,GEORGE,30,,-33.963,22.46173
HUGH MORGAN GROUP,FLORIDA GELN,60,,,
HUMAN AUTO,BLOEMFONTEIN,30,,-29.1211,26.214
HUMAN HARLEY DAVIDSON,BLOEMFONTEIN,30,,-29.1211,26.214
HUMAN AUTO GROUP,BLOEMFONTEIN,30,,-29.1211,26.214
HUMANSDORP HYUNDAI.,Jeffreys bay,30,,-34.0507,24.9195
HUMANSDORP HYUNDAI,HUMANSDORP,30,,,
HUMANSDORP TOYOTA,HUMANSDORP,30,,-34.0258,24.77311
HUSQVARNA CENTRAL,BLOEMFONTEIN,30,,-29.1211,26.214
HUSQVARNA WEST,ROODEPOORT,30,,-26.1625,27.8725
HYUNDAI SANDTON...,Eastgate,30,,,
HYUNDAI  SANDTON,SANDTON,30,,-26.1181,27.95703
HYUNDAI AMANZIMTOTI...,Amanzimtoti,60,,-30.0522,30.88527
HYUNDAI AMANZIMTOTI,WARNER BEACH,60,,-30.0822,30.86579
HYUNDAI BALLITO...,"BALLITO,   4399",30,,-29.114,30.6772
HYUNDAI BALLITO,BALLITO,30,,-29.536,31.21396
BRITS CARS (PTY) LTD T/A HYUNDAI BRITS,BRITS,60,,-25.6347,27.78022
HYUNDAI BURGERSFORT,BURGERSFORT,30,,-24.6755,30.32877
HYUNDAI DURBAN SOUTH...,Mobeni,30,,,
HYUNDAI DURBAN SOUTH...,"ROSSBURGH,   4072",30,,-29.9,30.9667
HYUNDAI DURBAN SOUTH,ROSSBURGH,30,,,
 HYUNDAI DURBAN SOUTH...,"CHATSWORTH, 4051",30,,-29.8,31.0333
 HYUNDAI DURBAN SOUTH,"JACOBS, DURBAN, 4026",30,,-29.85,31.0167
HYUNDAI EAST LONDON,NAHOON,60,,,
HYUNDAI EAST LONDON,King Williams Town,60,,-32.8803,27.39454
HYUNDAI WATERBERG,LEPHALALE,14,,-23.6661,27.74477
HYUNDAI ESTCOURT,ESTCOURT,30,,-29.0127,29.86619
 HYUNDAI ESTCOURT...,"ESTCOURT, KW   3310 GRB",30,,,
HYUNDAI GRAHAMSTOWN,GRAHAMSTOWN,30,,-33.3042,26.53276
QEMBU GROBLERSDAL,GROBLERSDAL,30,,-25.1684,29.39412
GROUP 1 HYUNDAI KYNSNA,KNYSNA,30,,-34.0363,23.04713
 HYUNDAI KNYSNA...,"Port Elizabeth, 6055",30,,-33.9667,25.5833
 HYUNDAI KNYSNA...,"Uitenhage, 6229",30,,-33.7653,25.4022
HYUNDAI LADYSMITH..,"LADYSMITH,   3370",30,,-28.55,29.7833
HYUNDAI LADYSMITH,LADYSMITH,30,,-28.5587,29.77896
HYUNDAI LENASIA,LENASIA,14,,-26.3205,27.83564
HYUNDAI LOUIS TRICHARDT,LOUIS TRICHARDT,30,,-23.0439,29.90319
HYUNDAI LOUIS TRICHA...,Musina,30,,-22.4313,29.73116
T/A HYUNDAI LOUIS TRICHARDT,LOUIS TRICHARDT,14,,-23.0439,29.90319
HYUNDAI LYDENBURG,LYDENBURG,30,,-25.096,30.44393
HYUNDAI MALMESBURY,MALMESBURY,14,,,
GROUP 1 HYUNDAI MIDRAND,MIDRAND,30,,-25.9895,28.12843
HYUNDAI MOBENI...,"CHATSWORTH, 4051",30,,-29.8,31.0333
HYUNDAI MOBENI,DURBAN,30,,-29.8579,31.0292
 HYUNDAI MOBENI...,"JACOBS, DURBAN, 4026",30,,-29.85,31.0167
 HYUNDAI MOBENI...,Rossburgh,30,,,
HYUNDAI MODIMOLLE,MODIMOLLE,30,,-24.7,28.4
HYUNDAI NEWCASTLE...,"NEWCASTLE,   2940",30,,-27.75,29.9333
HYUNDAI NEWCASTLE,NEWCASTLE,30,,,
T/A HYUNDAI LENASIA,LENASIA,30,,-26.3205,27.83564
HYUNDAI QUEENSTOWN,QUEENSTOWN,60,,-31.8976,26.87533
HYUNDAI RICHARDSBAY,RICHARDS BAY,30,,-28.783,32.03768
HALFWAY HYUNDAI PORT SHEPSTONE,PORT SHEPSTONE,60,,-30.7414,30.45499
HYUNDAI STANGER,STANGER,30,,-29.3367,31.29021
HYUNDAI TRUCK AND BUS,MOBENI,30,,,
HYUNDAI UPINGTON,UPINGTON,14,,-28.4478,21.25612
HYUNDAI VRYHEID,VRYHEID,30,,-27.7695,30.79165
HYUNDAI WESTONARIA,WESTONARIA,30,,-26.3191,27.6486
 HYUNDAI WESTONARIA...,Randfontein,30,,-26.1844,27.70203
HYUNDAI ZULULAND,RICHARDS BAY,30,,-28.783,32.03768
IC AUTO BENONI,BENONI,180,,-26.1885,28.32078
IC AUTO KEMPTON PARK,KEMPTON PARK,180,,-26.1086,28.2377
IC AUTO CLEARWATER,ROODEPOORT,180,,-26.1625,27.8725
ICAR TECHNOLOGIES GROUP,PRETORIA,30,,-25.7449,28.18783
ICAUR BOKSBURG,BOKSBURG,30,,-26.212,28.25958
ICAUR CAPE TOWN CBD,CAPE TOWN,30,,-33.9258,18.42322
MTHATHA NISSAN,MTHATHA,180,,-31.5889,28.78443
IDRIVE ONLINE,MOUNT EDGECOMBE,30,,-29.7067,31.0251
REEDS BELLVILLE,BELLVILLE SOUTH,180,,-33.92,18.64282
WILLIAMS HUNT MIDRAND,MIDRAND,180,,-25.9805,28.12968
IMPERIAL COMMERCIAL POLOKWANE,POLOKWANE,180,,-23.9045,29.46885
MOTUS DATSUN KIMBERLEY,KIMBERLEY,180,,-28.7323,24.76232
MOTUS DATSUN MENLYN,PRETORIA,180,,-25.7449,28.18783
MOTUS DATSUN PAROW,CAPE TOWN,180,,-33.9258,18.42322
MOTUS DATSUN ZULULAND,EMPANGENI,180,,-28.762,31.89329
IMPERIAL FIAT GROUP,BOKSBURG,30,,-26.212,28.25958
IMPERIAL GROUP,BOKSBURG,30,,-26.212,28.25958
MOTUS GROUP,BOKSBURG,30,,-26.212,28.25958
IMPERIAL HONDA GROUP,BOKSBURG,30,,-26.212,28.25958
MOTUS HONDA LOUIS TRICHARDT,LOUIS TRICHARDT,180,,-23.0439,29.90319
MOTUS ITSA BLOEMFONTEIN,HAMILTON,180,,,
IMPERIAL ITSA GROUP,CROYDON,30,,,
MOTUS ITSA ISANDO,CROYDON,180,,,
MOTUS MAZDA GEORGE,GEORGE,180,,-33.963,22.46173
MOTUS MAZDA GERMISTON,GERMISTON,180,,-26.2348,28.17665
IMPERIAL MAZDA GROUP,GEORGE,30,,-33.963,22.46173
MOTUS MAZDA PAARDEN EILAND,PAARDEN EILAND,180,,-33.9163,18.47265
IMPERIAL NISSAN & RENAULT GROUP,BOKSBURG,30,,-26.212,28.25958
MOTUS NISSAN RENAULT KIMBERLEY,KIMBERLEY,180,,-28.7323,24.76232
MOTUS NISSAN RENAULT MENLYN,PRETORIA,180,,-25.7449,28.18783
MOTUS RENAULT DURBAN SOUTH,DURBAN,180,,-29.8579,31.0292
MOTUS NISSAN TYGERVALLEY,CAPETOWN,180,,,
IMPERIAL TATA GROUP,BOKSBURG,30,,-26.212,28.25958
MOTUS TOYOTA CAPE GATE,BRACKENFELL,180,,,
MOTUS TOYOTA CITY,JEPPESTOWN,180,,,
MOTUS TOYOTA KEMPTON PARK,KEMPTON PARK,180,,,
MOTUS TOYOTA NELSPRUIT,NELSPRUIT,180,,,
MOTUS HINO TSHWANE,PRETORIA WEST,180,,,
MOTUS TOYOTA BRYANSTON,BRYANSTON,180,,,
MOTUS TOYOTA STRYDOM PARK,STRYDOM PARK,180,,,
MOTUS TOYOTA BEDFORDVIEW,GERMISTON,180,,,
MOTUS HINO ELANDSFONTEIN,GERMISTON,180,,,
INFINITE AUTO (PTY) LTD,POTCHEFSTROOM,30,,,
FOTON CLEARWATER,ROODEPOORT,60,,,
iCars,MIDDELBURG,30,,,
AUTO INVESTMENTS TRICHARDT,TRICHARDT,30,,,
A-CARS,WITBANK,30,,,
MORGAN MOTORS INSPECTACAR,RANDBURG,60,,,
SILVER LAKES AUTOCAR,SILVER LAKES,30,,,
AUTO INVESTMENTS PRETORIA NORTH,PRETORIA,30,,,
INTEGRATED AUTO SERVICES GROUP,MIDDELBURG,30,,,
MOTUS NISSAN ZULULAND,KULEKA EMPANGENI,180,,,
INTERTOY TOYOTA,BRITS,90,,,
INTERTOY TOYOTA,Brits Used units,90,,,
IPOP INVESTMENTS GROUP,JOHANNESBURG,60,,,
SUZUKI BASSONIA,JOHANNESBURG,60,,,
IRENTAL,PRETORIA,30,,,
ISUZU CAPE GATE,KRAAIFONTEIN,30,,,
ISUZU HATFIELD,PRETORIA,30,,,
TWK MOTORS (PTY) LTD,ERMELO,30,,,
ISUZU AND HAVAL STANDERTON,STANDERTON,30,,,
ISUZU PIET RETIEF,PIET RETIEF,30,,,
ISUZU TRUCK CENTRE CAPE TOWN,CAPE TOWN,180,,,
ISUZU TRUCK CENTRE BLACKHEATH,CAPE TOWN,30,,,
ISUZU TRUCK CENTRE CITY DEEP,JOHANNESBURG,30,,,
ISUZU TRUCK CENTRE,EPPINDUST,180,,,
ISUZU WESTONARIA,WESTONARIA,30,,,
ISUZU TRUCK CENTRE MIDRAND,MIDRAND,180,,,
IVECO ERMELO,ERMELO,30,,,
JACKSONS,QUEENSTOWN,30,,,
JAC BOKSBURG,BOKSBURG,14,,,
JAC MPTORS  BRITS,BRITS,30,,,
JAC BURGERSFORT,BURGERSFORT,30,,,
JAC CENTURY CITY,CENTURY CITY,60,,,
T/A JAC CENTURION,CENTURION,30,,,
JAC EAST LONDON,EAST LONDON,60,,,
JACQUES GROUP,TRICHARDT,30,,,
JAC GROBLERSDAL,GROBLERSDAL,30,,,
JAC HATFIELD,PRETORIA,30,,,
JACKSONS ITSA,QUEENSTOWN,30,,,
JAC JOBURG SOUTH,RIDGEWAY,30,,,
JAC KEMPTON PARK,KEMPTON PARK,14,,,
,,14,,,
JAC KOKSTAD,KOKSTAD,30,,,
JAC MIDDELBURG,MIDDELBURG,30,,,
JAC MOTORS ALIWAL NORTH,ALIWAL NORTH,30,,,
JAC MOTORS SA T/A JAC MOTORS SA,RUIMSIG,30,,,
T/A JAC POLOKWANE,POLOKWANE,30,,,
JAC POLOKWANE,POLOKWANE,30,,,
JAC SPRINGS,SPRINGS,30,,,
JAC STANGER,STANGER,30,,,
JAC UMHLANGA,DURBAN,60,,,
JAC UPINGTON,UPINGTON,60,,,
JAC LEPHALALE,LEPHALALE,14,,,
JAC BELA BELA,BELA BELA,14,,,
JAC WITBANK,WITBANK,120,,,
JAC WITBANK,WITBANK,30,,,
JAGUAR AND LAND ROVER HILLCREST,DURBAN,30,,,
JAGUAR AND LAND ROVER BALLITO,BALLITO,14,,,
SOUTHERN MOTORS BEDFORDVIEW (PTY) LTD,BEDFORDVIEW,90,,,
